"번호","레벨","섹션","유형","id","스크립트/지문","문제","보기1","보기2","보기3","보기4","정답번호","정답내용","참고(일본어해설)","정답OK(Y/N)","검수의견"
"89","TOPIK I (1〜2級)","읽기","화제 고르기","r-topic-family","","아버지가 있습니다. 어머니가 있습니다. 형도 있습니다.　何についての話ですか。","가족","친구","학교","직업","1","가족","아버지(父)・어머니(母)・형(兄)は家族(가족)。","",""
"90","TOPIK I (1〜2級)","읽기","화제 고르기","r-topic-school","","교실이 있습니다. 칠판이 있습니다. 학생들이 공부합니다.　何についての話ですか。","학교","회사","시장","공원","1","학교","교실(教室)・칠판(黒板)・학생(学生)は学校(학교)。","",""
"91","TOPIK I (1〜2級)","읽기","화제 고르기","r-topic-transport","","버스를 탑니다. 지하철도 탑니다. 택시도 탑니다.　何についての話ですか。","교통","여행","운동","날씨","1","교통","버스・지하철・택시は交通(교통)。","",""
"92","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-josa-i","","저는 학생( ) 아닙니다.　（　）に入るものを選んでください。","이","가","을","에","1","이","「~ではない」は ~이/가 아닙니다。パッチムのある「학생」には 이。","",""
"93","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-josa-e","","아침에 학교( ) 갑니다.　（　）に入るものを選んでください。","에","를","이","도","1","에","移動先「~へ」は 에。「학교에 가다(学校へ行く)」。","",""
"94","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-josa-reul","","저는 한국어( ) 공부합니다.　（　）に入るものを選んでください。","를","에","이","와","1","를","目的語「~を」は 을/를。母音終わりの「한국어」には 를。","",""
"95","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-josa-wa","","친구( ) 같이 영화를 봅니다.　（　）に入るものを選んでください。","와","를","이","에","1","와","「~と一緒に」は ~와/과 같이。母音終わりの「친구」には 와。","",""
"96","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-josa-eseo","","도서관( ) 책을 읽습니다.　（　）に入るものを選んでください。","에서","를","이","도","1","에서","動作をする場所「~で」は 에서。「도서관에서 읽다(図書館で読む)」。","",""
"97","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-verb-open","","날씨가 덥습니다. 그래서 창문을 ___.　（　）に入るものを選んでください。","엽니다","닫습니다","씻습니다","탑니다","1","엽니다","暑い → 窓を「열다(開ける)」。닫다は閉める。","",""
"98","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-verb-clean","","교실이 더럽습니다. 그래서 교실을 ___.　（　）に入るものを選んでください。","청소합니다","공부합니다","구경합니다","출발합니다","1","청소합니다","汚い → 「청소하다(掃除する)」。","",""
"99","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-verb-wear","","날씨가 춥습니다. 그래서 따뜻한 옷을 ___.　（　）に入るものを選んでください。","입습니다","벗습니다","씻습니다","엽니다","1","입습니다","寒い → 服を「입다(着る)」。벗다は脱ぐ。","",""
"100","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-verb-wash","","손이 더럽습니다. 그래서 손을 ___.　（　）に入るものを選んでください。","씻습니다","입습니다","엽니다","탑니다","1","씻습니다","手が汚い → 「씻다(洗う)」。","",""
"101","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-verb-study","","내일 시험이 있습니다. 그래서 열심히 ___.　（　）に入るものを選んでください。","공부합니다","운동합니다","요리합니다","여행합니다","1","공부합니다","試験がある → 「공부하다(勉強する)」。","",""
"102","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-adj-expensive","","이 가방은 십만 원입니다. 값이 아주 ___.　（　）に入るものを選んでください。","비쌉니다","쌉니다","짧습니다","낮습니다","1","비쌉니다","10万ウォン → 値段が「비싸다(高い)」。싸다は安い。","",""
"103","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-conj-geuraeseo","","배가 고픕니다. ( ) 밥을 먹습니다.　（　）に入るものを選んでください。","그래서","그러나","그리고","그런데","1","그래서","原因→結果は 그래서(だから)。お腹がすいた → だから食べる。","",""
"104","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-conj-geureochiman","","비가 옵니다. ( ) 우산이 없습니다.　（　）に入るものを選んでください。","그렇지만","그래서","그리고","그러면","1","그렇지만","逆接「だが」は 그렇지만。雨が降る「だが」傘がない。","",""
"105","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-conj-geurigo","","손을 씻습니다. ( ) 밥을 먹습니다.　（　）に入るものを選んでください。","그리고","그러나","그렇지만","그러면","1","그리고","前後を並べる・順序は 그리고(そして)。手を洗う「そして」食べる。","",""
"106","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-counter-myeong","","교실에 학생이 다섯 ___ 있습니다.　（　）に入るものを選んでください。","명","개","권","마리","1","명","人を数える単位は「명(人)」。","",""
"107","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-counter-gae","","시장에서 사과를 세 ___ 샀습니다.　（　）に入るものを選んでください。","개","명","권","장","1","개","モノを数える単位は「개(個)」。","",""
"108","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-counter-gwon","","도서관에서 책을 두 ___ 빌렸습니다.　（　）に入るものを選んでください。","권","개","마리","장","1","권","本を数える単位は「권(冊)」。","",""
"109","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-counter-mari","","우리 집에 고양이가 한 ___ 있습니다.　（　）に入るものを選んでください。","마리","명","개","대","1","마리","動物を数える単位は「마리(匹)」。","",""
"110","TOPIK I (1〜2級)","읽기","내용/주제","r-detail-morning","","저는 매일 아침 일곱 시에 일어납니다. 그리고 학교에 갑니다. 학교에서 한국어를 배웁니다.　内容と同じものを選んでください。","저는 아침에 일어납니다.","저는 학교에서 일합니다.","저는 한국어를 가르칩니다.","저는 저녁에 학교에 갑니다.","1","저는 아침에 일어납니다.","本文「아침 일곱 시에 일어납니다」と一致。배우다は習う(가르치다=教えるは×)。","",""
"111","TOPIK I (1〜2級)","읽기","내용/주제","r-detail-movie","","주말에 친구를 만났습니다. 같이 영화를 봤습니다. 영화가 아주 재미있었습니다.　内容と同じものを選んでください。","주말에 친구를 만났습니다.","혼자 영화를 봤습니다.","영화가 재미없었습니다.","주말에 일을 했습니다.","1","주말에 친구를 만났습니다.","本文「친구를 만났습니다」と一致。같이=一緒に(혼자=一人は×)。","",""
"112","TOPIK I (1〜2級)","읽기","내용/주제","r-detail-exercise","","저는 매주 일요일에 운동을 합니다. 아침에 공원에서 달리기를 합니다. 운동 후에는 샤워를 합니다.　内容と同じものを選んでください。","저는 일요일에 운동합니다.","저는 저녁에 운동합니다.","저는 집에서 운동합니다.","저는 운동을 안 합니다.","1","저는 일요일에 운동합니다.","本文「일요일에 운동」と一致。아침(朝)・공원(公園)なので저녁/집は×。","",""
"113","TOPIK I (1〜2級)","읽기","내용/주제","r-detail-library","","우리 집 근처에 도서관이 있습니다. 저는 거기에서 책을 읽습니다. 도서관은 아주 조용합니다.　内容と同じものを選んでください。","집 근처에 도서관이 있습니다.","도서관이 시끄럽습니다.","도서관에서 운동을 합니다.","도서관이 집에서 멉니다.","1","집 근처에 도서관이 있습니다.","本文「집 근처에 도서관」と一致。조용하다=静か(시끄럽다=うるさいは×)。","",""
"114","TOPIK I (1〜2級)","읽기","내용/주제","r-notdetail-class","","［한국어 교실 안내］ 시간: 매주 화요일 오후 2시. 장소: 201호. 준비물: 책, 공책.　案内の内容と違うものを選んでください。","수업은 월요일에 합니다.","수업은 화요일에 합니다.","수업은 201호에서 합니다.","책과 공책을 준비합니다.","1","수업은 월요일에 합니다.","授業は화요일(火曜)。「월요일(月曜)」は案内と違う → これが答え。","",""
"115","TOPIK I (1〜2級)","읽기","내용/주제","r-mind-exercise","","저는 운동을 좋아합니다. 운동을 하면 기분이 좋습니다. 그래서 매일 운동을 합니다.　中心となる考えを選んでください。","저는 운동을 좋아합니다.","운동은 너무 힘듭니다.","저는 운동을 싫어합니다.","운동은 위험합니다.","1","저는 운동을 좋아합니다.","全体の中心は「운동을 좋아합니다(運動が好き)」。","",""
"116","TOPIK I (1〜2級)","읽기","지문 세트","r-passage-tanaka-1","안녕하세요? 저는 다나카입니다. 일본에서 왔습니다. 지금 한국 회사에서 일합니다. 한국 음식을 좋아합니다. 특히 김치찌개를 자주 먹습니다. 한국 생활이 아주 즐겁습니다.","다나카 씨는 어느 나라 사람입니까?　田中さんはどこの国の人ですか。","일본","한국","중국","미국","1","일본","「일본에서 왔습니다(日本から来た)」→ 日本人。","",""
"117","TOPIK I (1〜2級)","읽기","지문 세트","r-passage-tanaka-2","안녕하세요? 저는 다나카입니다. 일본에서 왔습니다. 지금 한국 회사에서 일합니다. 한국 음식을 좋아합니다. 특히 김치찌개를 자주 먹습니다. 한국 생활이 아주 즐겁습니다.","内容と同じものを選んでください。","다나카 씨는 한국 음식을 좋아합니다.","다나카 씨는 학생입니다.","다나카 씨는 한국에서 태어났습니다.","다나카 씨는 김치찌개를 싫어합니다.","1","다나카 씨는 한국 음식을 좋아합니다.","「한국 음식을 좋아합니다」と一致。회사에서 일하므로学生は×。","",""
"118","TOPIK I (1〜2級)","읽기","지문 세트","r-passage-jeju-1","저는 지난주에 제주도에 갔습니다. 제주도는 경치가 아주 아름다웠습니다. 바다에서 수영도 했습니다. 맛있는 음식도 많이 먹었습니다. 정말 즐거운 여행이었습니다.","이 사람은 지난주에 어디에 갔습니까?　この人は先週どこへ行きましたか。","제주도","서울","부산","일본","1","제주도","「제주도에 갔습니다(済州島へ行った)」。","",""
"119","TOPIK I (1〜2級)","읽기","지문 세트","r-passage-jeju-2","저는 지난주에 제주도에 갔습니다. 제주도는 경치가 아주 아름다웠습니다. 바다에서 수영도 했습니다. 맛있는 음식도 많이 먹었습니다. 정말 즐거운 여행이었습니다.","内容と同じものを選んでください。","제주도에서 수영을 했습니다.","제주도 음식이 맛없었습니다.","제주도 경치가 별로였습니다.","여행이 즐겁지 않았습니다.","1","제주도에서 수영을 했습니다.","「바다에서 수영도 했습니다」と一致。","",""
"120","TOPIK I (1〜2級)","읽기","화제 고르기","r-topic-color","","빨간색입니다. 파란색입니다. 노란색입니다.　何についての話ですか。","색깔","과일","계절","운동","1","색깔","빨강·파랑·노랑は色(색깔)。","",""
"121","TOPIK I (1〜2級)","읽기","화제 고르기","r-topic-weather","","비가 옵니다. 눈이 옵니다. 바람이 붑니다.　何についての話ですか。","날씨","계절","교통","운동","1","날씨","비(雨)·눈(雪)·바람(風)は天気(날씨)。","",""
"122","TOPIK I (1〜2級)","읽기","화제 고르기","r-topic-body","","머리입니다. 손입니다. 발입니다.　何についての話ですか。","몸","옷","음식","가족","1","몸","머리(頭)·손(手)·발(足)は体(몸)。","",""
"123","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-josa-eun","","이것( ) 책입니다.　（　）に入るものを選んでください。","은","를","에","와","1","은","主題「~は」は 은/는。パッチムのある「것」には 은。","",""
"124","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-josa-do","","저는 사과를 좋아합니다. 바나나( ) 좋아합니다.　（　）に入るものを選んでください。","도","를","이","에서","1","도","「~も」は 도。バナナも好き。","",""
"125","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-josa-hago","","빵( ) 우유를 샀습니다.　（　）に入るものを選んでください。","하고","에서","이","를","1","하고","名詞をつなぐ「~と」は 하고。パンと牛乳。","",""
"126","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-verb-sleep","","밤이 늦었습니다. 그래서 ___.　（　）に入るものを選んでください。","잡니다","일어납니다","일합니다","운동합니다","1","잡니다","夜が遅い → 「자다(寝る)」。일어나다は起きる。","",""
"127","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-verb-buy","","옷이 필요합니다. 그래서 백화점에서 옷을 ___.　（　）に入るものを選んでください。","삽니다","팝니다","버립니다","빌립니다","1","삽니다","服が必要 → デパートで「사다(買う)」。팔다は売る。","",""
"128","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-conj-geuraeseo2","","시험이 끝났습니다. ( ) 친구들과 놀았습니다.　（　）に入るものを選んでください。","그래서","그러나","그렇지만","그런데","1","그래서","試験が終わった → だから(그래서)遊んだ。","",""
"129","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-counter-jan","","커피 한 ( ) 주세요.　（　）に入るものを選んでください。","잔","개","명","권","1","잔","飲み物を数える単位は「잔(杯)」。","",""
"130","TOPIK I (1〜2級)","읽기","빈칸 채우기","r-counter-dae","","주차장에 자동차가 세 ( ) 있습니다.　（　）に入るものを選んでください。","대","마리","명","권","1","대","車・機械を数える単位は「대(台)」。","",""
"131","TOPIK I (1〜2級)","읽기","내용/주제","r-detail-trip","","저는 방학에 부산에 갔습니다. 바다를 봤습니다. 회를 먹었습니다. 정말 좋았습니다.　内容と同じものを選んでください。","저는 부산에서 바다를 봤습니다.","저는 산에 갔습니다.","저는 회를 안 먹었습니다.","여행이 안 좋았습니다.","1","저는 부산에서 바다를 봤습니다.","「부산에 갔습니다」「바다를 봤습니다」が一致。","",""
"132","TOPIK I (1〜2級)","읽기","내용/주제","r-detail-market","","어제 시장에 갔습니다. 과일과 채소를 샀습니다. 값이 싸고 신선했습니다.　内容と同じものを選んでください。","시장에서 과일을 샀습니다.","백화점에 갔습니다.","값이 비쌌습니다.","아무것도 안 샀습니다.","1","시장에서 과일을 샀습니다.","「과일과 채소를 샀습니다」が一致。값이 쌌다(安かった)。","",""
"133","TOPIK I (1〜2級)","읽기","내용/주제","r-mind-friend","","좋은 친구가 있으면 생활이 즐겁습니다. 힘들 때 도와주고 이야기도 들어 줍니다. 그래서 친구는 소중합니다.　中心となる考えを選んでください。","친구는 소중합니다.","친구는 필요 없습니다.","친구는 불편합니다.","혼자가 더 좋습니다.","1","친구는 소중합니다.","「친구는 소중합니다(友達は大切)」が中心。","",""
"134","TOPIK I (1〜2級)","읽기","화제 고르기","l3-r-topic-animal","","개입니다. 고양이입니다. 새입니다.　何についての話ですか。","동물","과일","색깔","음식","1","동물","개(犬)·고양이(猫)·새(鳥)は動物(동물)。","",""
"135","TOPIK I (1〜2級)","읽기","화제 고르기","l3-r-topic-stationery","","연필입니다. 공책입니다. 지우개입니다.　何についての話ですか。","학용품","옷","음식","가구","1","학용품","연필(鉛筆)·공책(ノート)·지우개(消しゴム)は文房具(학용품)。","",""
"136","TOPIK I (1〜2級)","읽기","화제 고르기","l3-r-topic-clothes","","바지입니다. 치마입니다. 모자입니다.　何についての話ですか。","옷","몸","색깔","음식","1","옷","바지(ズボン)·치마(スカート)·모자(帽子)は衣類(옷)。","",""
"137","TOPIK I (1〜2級)","읽기","빈칸 채우기","l3-r-josa-man","","저는 커피는 안 마시고 물( ) 마십니다.　（　）に入るものを選んでください。","만","도","이","에서","1","만","前半「コーヒーは飲まない」と対比 →「水だけ」の 만。도(も)では対比に合わない。","",""
"138","TOPIK I (1〜2級)","읽기","빈칸 채우기","l3-r-josa-buteo","","아침 아홉 시( ) 저녁 여섯 시까지 일합니다.　（　）に入るものを選んでください。","부터","까지","에서","도","1","부터","時間の起点「~から」は 부터。「9時から夕方6時まで」のように 부터~까지 で範囲を表す。","",""
"139","TOPIK I (1〜2級)","읽기","빈칸 채우기","l3-r-josa-boda","","동생이 저( ) 키가 더 큽니다.　（　）に入るものを選んでください。","보다","처럼","마다","에게","1","보다","比較「~より」は 보다。「더(もっと)」と呼応。처럼(のように)は 더 と合わない。","",""
"140","TOPIK I (1〜2級)","읽기","빈칸 채우기","l3-r-josa-ege","","친구( ) 선물을 줬습니다.　（　）に入るものを選んでください。","에게","에서","이","를","1","에게","人に「~に」は 에게。友達にプレゼントをあげた。","",""
"141","TOPIK I (1〜2級)","읽기","빈칸 채우기","l3-r-verb-close","","추워서 문을 ___.　（　）に入るものを選んでください。","닫습니다","엽니다","켭니다","씻습니다","1","닫습니다","寒いのでドアを「닫다(閉める)」。열다は開ける。","",""
"142","TOPIK I (1〜2級)","읽기","빈칸 채우기","l3-r-verb-turnoff","","잘 때는 불을 ___.　（　）に入るものを選んでください。","끕니다","켭니다","엽니다","닫습니다","1","끕니다","寝るとき電気を「끄다(消す)」。켜다はつける。","",""
"143","TOPIK I (1〜2級)","읽기","빈칸 채우기","l3-r-verb-receive","","생일에 친구에게서 선물을 ___.　（　）に入るものを選んでください。","받습니다","줍니다","삽니다","팝니다","1","받습니다","「~에게서 받다(~からもらう)」。誕生日にプレゼントをもらう。","",""
"144","TOPIK I (1〜2級)","읽기","빈칸 채우기","l3-r-conj-geureomyeon","","길을 모릅니다. ( ) 지도를 보세요.　（　）に入るものを選んでください。","그러면","그러나","그렇지만","그런데","1","그러면","「それなら」は 그러면。道が分からない、それなら地図を見て。","",""
"145","TOPIK I (1〜2級)","읽기","빈칸 채우기","l3-r-counter-sal","","제 동생은 열 ( )입니다.　（　）に入るものを選んでください。","살","명","개","권","1","살","年齢を数える単位は「살(歳)」。","",""
"146","TOPIK I (1〜2級)","읽기","빈칸 채우기","l3-r-counter-beon","","이 영화를 두 ( ) 봤습니다.　（　）に入るものを選んでください。","번","개","권","명","1","번","回数を数える単位は「번(回)」。","",""
"147","TOPIK I (1〜2級)","읽기","내용/주제","l3-r-detail-weekend","","저는 주말에 보통 집에서 쉽니다. 청소를 하고 책을 읽습니다. 가끔 친구를 만납니다.　内容と同じものを選んでください。","저는 주말에 집에서 쉽니다.","주말에 회사에 갑니다.","주말마다 운동을 합니다.","친구를 전혀 안 만납니다.","1","저는 주말에 집에서 쉽니다.","「주말에 보통 집에서 쉽니다」が一致。가끔 친구를 만난다。","",""
"148","TOPIK I (1〜2級)","읽기","화제 고르기","l4-r-topic-furniture","","책상입니다. 의자입니다. 침대입니다.　何についての話ですか。","가구","학용품","옷","음식","1","가구","책상(机)·의자(椅子)·침대(ベッド)は家具(가구)。","",""
"149","TOPIK I (1〜2級)","읽기","화제 고르기","l4-r-topic-job","","의사입니다. 선생님입니다. 요리사입니다.　何についての話ですか。","직업","가족","취미","운동","1","직업","의사(医者)·선생님(先生)·요리사(料理人)は職業(직업)。","",""
"150","TOPIK I (1〜2級)","읽기","화제 고르기","l4-r-topic-drink","","물입니다. 주스입니다. 커피입니다.　何についての話ですか。","음료","과일","음식","채소","1","음료","물·주스·커피は飲み物(음료)。","",""
"151","TOPIK I (1〜2級)","읽기","빈칸 채우기","l4-r-josa-ro","","학교에 버스( ) 갑니다.　（　）に入るものを選んでください。","로","를","에서","도","1","로","手段「~で」は (으)로。「버스로(バスで)」。","",""
"152","TOPIK I (1〜2級)","읽기","빈칸 채우기","l4-r-josa-egeseo","","친구( ) 편지를 받았습니다.　（　）に入るものを選んでください。","에게서","에","이","를","1","에게서","人から「~から」は 에게서(에게도可)。「친구에」は不可。友達から手紙をもらった。","",""
"153","TOPIK I (1〜2級)","읽기","빈칸 채우기","l4-r-josa-mada","","저는 주말( ) 빠짐없이 등산을 합니다.　（　）に入るものを選んでください。","마다","부터","에서","도","1","마다","「~ごとに」は 마다。「빠짐없이(欠かさず)」と呼応。毎週末欠かさず登山する。","",""
"154","TOPIK I (1〜2級)","읽기","빈칸 채우기","l4-r-josa-bakke","","지갑에 천 원( ) 없어서 그 돈으로 음료수만 샀어요.　（　）に入るものを選んでください。","밖에","도","만","까지","1","밖에","「~しか(ない)」は 밖에。後ろで「そのお金で買った」と続くので「千ウォンしかない」。","",""
"155","TOPIK I (1〜2級)","읽기","빈칸 채우기","l4-r-verb-borrow","","책이 없어서 친구에게서 책을 ___.　（　）に入るものを選んでください。","빌렸습니다","빌려줬습니다","샀습니다","버렸습니다","1","빌렸습니다","「~에게서 빌리다(~から借りる)」。本がなくて友達から借りた。","",""
"156","TOPIK I (1〜2級)","읽기","빈칸 채우기","l4-r-verb-teach","","선생님이 학생들에게 한국어를 ___.　（　）に入るものを選んでください。","가르칩니다","배웁니다","읽습니다","씁니다","1","가르칩니다","先生が「가르치다(教える)」。배우다は習う。","",""
"157","TOPIK I (1〜2級)","읽기","빈칸 채우기","l4-r-verb-shoes","","밖에 나갈 때는 신발을 ___.　（　）に入るものを選んでください。","신습니다","입습니다","씁니다","벗습니다","1","신습니다","靴は「신다(履く)」。벗다は脱ぐ。","",""
"158","TOPIK I (1〜2級)","읽기","빈칸 채우기","l4-r-conj-geureonde","","어제 등산을 갔습니다. ( ) 비가 와서 일찍 내려왔습니다.　（　）に入るものを選んでください。","그런데","그래서","그리고","그러면","1","그런데","「ところが」は 그런데(逆接・話の転換)。登山に行った、ところが雨で早く下りた。","",""
"159","TOPIK I (1〜2級)","읽기","빈칸 채우기","l4-r-counter-jang","","종이 두 ( )에 그림을 그렸습니다.　（　）に入るものを選んでください。","장","권","개","명","1","장","紙・チケットを数える単位は「장(枚)」。","",""
"160","TOPIK I (1〜2級)","읽기","빈칸 채우기","l4-r-counter-byeong","","가게에서 물 한 ( )을 샀습니다.　（　）に入るものを選んでください。","병","잔","개","그릇","1","병","瓶入りを数える単位は「병(本)」。잔はコップ。","",""
"161","TOPIK I (1〜2級)","읽기","내용/주제","l4-r-detail-letter","","［친구에게 쓴 편지］ 민지야, 잘 지내? 나는 요즘 한국어를 배워. 방학에 한국에 놀러 갈 거야. 그때 꼭 만나자.　内容と同じものを選んでください。","이 사람은 방학에 한국에 갈 겁니다.","이 사람은 한국에 살고 있습니다.","민지가 이 편지를 썼습니다.","이 사람은 한국어를 안 배웁니다.","1","이 사람은 방학에 한국에 갈 겁니다.","「방학에 한국에 놀러 갈 거야」が一致。書き手は한국어를 배우는 사람。","",""
"162","TOPIK I (1〜2級)","읽기","화제 고르기","l5-r-topic-vegetable","","당근입니다. 오이입니다. 양파입니다.　何についての話ですか。","채소","과일","음료","음식","1","채소","당근(にんじん)·오이(きゅうり)·양파(玉ねぎ)は野菜(채소)。","",""
"163","TOPIK I (1〜2級)","읽기","화제 고르기","l5-r-topic-sportkind","","축구입니다. 농구입니다. 수영입니다.　何についての話ですか。","운동","취미","직업","게임","1","운동","축구(サッカー)·농구(バスケ)·수영(水泳)は運動(운동)。","",""
"164","TOPIK I (1〜2級)","읽기","화제 고르기","l5-r-topic-instrument","","피아노입니다. 기타입니다. 바이올린입니다.　何についての話ですか。","악기","운동","가구","학용품","1","악기","피아노·기타·바이올린は楽器(악기)。","",""
"165","TOPIK I (1〜2級)","읽기","빈칸 채우기","l5-r-josa-hante","","저는 동생( ) 책을 줬습니다.　（　）に入るものを選んでください。","한테","한테서","에서","를","1","한테","人に「~に」(口語)は 한테。弟に本をあげた。한테서は「~から」。","",""
"166","TOPIK I (1〜2級)","읽기","빈칸 채우기","l5-r-josa-ui","","이것은 제 친구( ) 가방입니다.　（　）に入るものを選んでください。","의","에","를","도","1","의","所有「~の」は 의。友達のかばん。","",""
"167","TOPIK I (1〜2級)","읽기","빈칸 채우기","l5-r-josa-cheoreom","","그는 마치 가수( ) 노래를 잘합니다.　（　）に入るものを選んでください。","처럼","보다","마다","에게","1","처럼","「まるで~のように」は 마치 ~처럼。보다(より)は 마치 と合わない。歌手のように歌が上手い。","",""
"168","TOPIK I (1〜2級)","읽기","빈칸 채우기","l5-r-verb-meet","","저는 어제 오랜만에 친구를 ___.　（　）に入るものを選んでください。","만났습니다","헤어졌습니다","보냈습니다","잊었습니다","1","만났습니다","友達に「만나다(会う)」。헤어지다は別れる。","",""
"169","TOPIK I (1〜2級)","읽기","빈칸 채우기","l5-r-verb-start","","수업이 아홉 시에 ( ), 열두 시에 끝납니다.　（　）に入るものを選んでください。","시작해서","끝나서","들어가서","나가서","1","시작해서","「시작하다(始まる)」。終わるのは끝나다(後半にある)。","",""
"170","TOPIK I (1〜2級)","읽기","빈칸 채우기","l5-r-verb-enter","","신발을 벗고 집 안으로 ___.　（　）に入るものを選んでください。","들어갑니다","나갑니다","올라갑니다","내려갑니다","1","들어갑니다","中へ「들어가다(入る)」。나가다は出る。","",""
"171","TOPIK I (1〜2級)","읽기","빈칸 채우기","l5-r-adj-fast","","기차는 버스보다 ___.　（　）に入るものを選んでください。","빠릅니다","느립니다","깁니다","짧습니다","1","빠릅니다","汽車はバスより「빠르다(速い)」。느리다は遅い。","",""
"172","TOPIK I (1〜2級)","읽기","빈칸 채우기","l5-r-conj-geureonikka","","비가 옵니다. ( ) 우산을 가지고 가세요.　（　）に入るものを選んでください。","그러니까","그러나","그렇지만","그런데","1","그러니까","「だから(勧め)」は 그러니까。雨だから傘を持って行って。","",""
"173","TOPIK I (1〜2級)","읽기","빈칸 채우기","l5-r-counter-keollee","","양말 두 ( )를 샀습니다.　（　）に入るものを選んでください。","켤레","개","장","병","1","켤레","靴下・靴を数える単位は「켤레(足)」。","",""
"174","TOPIK I (1〜2級)","읽기","빈칸 채우기","l5-r-counter-geureut","","배가 고파서 밥 한 ( )을 다 먹었습니다.　（　）に入るものを選んでください。","그릇","잔","병","장","1","그릇","ご飯・汁物を数える単位は「그릇(膳・杯)」。","",""
"175","TOPIK I (1〜2級)","읽기","내용/주제","l5-r-detail-schedule","","［하루 일과］ 일곱 시에 일어나서 운동을 합니다. 아홉 시에 회사에 갑니다. 여섯 시에 집에 와서 저녁을 먹습니다.　内容と同じものを選んでください。","이 사람은 아침에 운동을 합니다.","이 사람은 저녁에 운동을 합니다.","이 사람은 회사에 안 갑니다.","이 사람은 저녁을 안 먹습니다.","1","이 사람은 아침에 운동을 합니다.","「일곱 시에 일어나서 운동을 합니다」→ 朝に運動する。","",""
"176","TOPIK II (3〜6級)","듣기","듣기","t2-l-meeting","여자: 부장님, 내일 회의 자료는 다 준비됐나요? 남자: 사실 어제 야근하느라고 거의 다 했는데, 매출 부분 통계가 아직이에요. 여자: 그 부분은 김 대리한테 받으면 금방 끝날 텐데요. 남자: 아, 그러네요. 그럼 오후에 받아서 마무리하겠습니다.","男性はこのあと何をしますか。","김 대리에게서 통계 자료를 받습니다.","야근을 해서 자료를 처음부터 만듭니다.","회의를 다음 날로 미룹니다.","부장님에게 매출 통계를 보고합니다.","1","김 대리에게서 통계 자료를 받습니다.","「김 대리한테 받으면」という助言に「오후에 받아서 마무리하겠다」と答えたので、これから統計を受け取る。","",""
"177","TOPIK II (3〜6級)","듣기","듣기","t2-l-copy","남자: 이 회의 자료 좀 복사해 줄 수 있어요? 여자: 네, 그런데 복사기가 또 고장 난 바람에 지금 수리 기사님을 불러 놨어요. 남자: 어떡하죠? 회의가 한 시간밖에 안 남았는데. 여자: 너무 걱정 마세요. 그럴 땐 옆 부서 복사기를 쓰면 되잖아요. 제가 얼른 해 올게요.","女性はこのあとすぐ何をしますか。","옆 부서에 가서 자료를 복사합니다.","수리 기사가 올 때까지 기다립니다.","회의 시간을 한 시간 미룹니다.","고장 난 복사기를 직접 고칩니다.","1","옆 부서에 가서 자료를 복사합니다.","「옆 부서 복사기를 쓰면 되잖아요. 제가 얼른 해 올게요」より、隣の部署でコピーしに行く。","",""
"178","TOPIK II (3〜6級)","듣기","듣기","t2-l-hiking","여자: 어제 단풍 보러 산에 갔다면서요? 좋았어요? 남자: 경치는 정말 좋았는데, 사람이 너무 몰리는 바람에 정상까지 세 시간이나 걸렸어요. 여자: 주말이라 그랬나 봐요. 남자: 네, 다음엔 아무리 단풍철이더라도 평일에 가려고요. 그래야 제대로 즐길 수 있을 것 같아요.","男性の中心となる考えを選んでください。","단풍철에는 평일에 등산하는 게 낫다.","사람이 많아야 등산이 더 즐겁다.","경치가 나빠서 등산이 실망스러웠다.","단풍철에는 등산을 가지 않는 게 좋다.","1","단풍철에는 평일에 등산하는 게 낫다.","「다음엔…평일에 가려고요. 그래야 제대로 즐길 수 있을 것 같다」が中心の考え。","",""
